blastcode,minename,pitname,benchname,zonename,blastdate,blasttime,rock_name,rock_density,burden,holedia,spacing,hole_depth,sremming_length,bench_height,face_length,hole_angle,total_rows,hole_blasted,expcode,column_charge_density,avg_column_charge_length,avg_col_weight,base_exp_density,avg_base_exp_length,base_exp_weight,booster_length,production_ton_therotical,prodution_therotical_vol,total_explosive_kg,drill_factor,ton_recover,tot_stem,total_drill_mtr,flyrock,air_blast,ppv,total_exp_cost,blast_accessoriesdelay_cost,drillcostperm,drilling_cost,total_drill,man_power_and_accociated_cost,man_power_cost,actual_pf_(ton/kg),theoretical_pf_(ton/kg),frag_over_size,frag_under_size,frag_in_range
797,Gevra,Contractual Patches,LK,Godhara Patch Gem 481,2023-06-30,10:40:47,SANDSTONE,2.35,4.0,159.0,4.0,6.0,4.07,6.0,0.0,0.0,34.0,274,11,1.15,1.93,44.0,0.0,0.0,0,0.0,61814.4,26304.0,12083.4,37.6,61814.4,1115.18,1644.0,0.0,0.0,6.71,521212.4,13056.2,500.0,822000.0,1644.0,0.0,0.0,5.12,5.12,10.0,0.0,80.0
803,Gevra,East Section,LK seam,42 cum shovel CAT and PV,2023-06-30,11:02:56,SANDSTONE,2.35,3.9,159.0,4.0,5.7,3.6,5.7,0.0,0.0,38.0,346,11,1.15,2.1,48.0,0.0,0.0,0,0.0,72300.85,30766.32,16642.6,36.66,72300.85,1245.6,1972.2,0.0,0.0,6.71,962736.4,38345.16,500.0,986100.0,1972.2,0.0,0.0,4.34,4.34,10.0,0.0,80.0
808,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-30,11:21:56,SANDSTONE,2.35,9.0,381.0,9.5,19.0,5.97,19.0,0.0,0.0,3.0,12,11,1.15,7.02,920.0,0.0,0.0,0,0.01,45810.9,19494.0,11061.6,200.93,45810.9,71.64,228.0,0.0,0.0,6.71,639789.0,2449.1,500.0,114000.0,228.0,0.0,0.0,4.14,4.14,10.0,0.0,80.0
814,Gevra,Contractual Patches,LK,Godhara Patch Gem 481,2023-06-30,11:41:23,SANDSTONE,2.35,4.0,159.0,5.0,5.8,3.61,5.8,0.0,0.0,20.0,183,11,1.15,2.19,50.0,0.0,0.0,0,0.0,49885.8,21228.0,9168.3,47.0,49885.8,660.63,1061.4,0.0,0.0,6.71,395257.1,9065.02,500.0,530700.0,1061.4,0.0,0.0,5.44,5.44,10.0,0.0,80.0
819,Gevra,Contractual Patches,LK,Godhara Patch Gem 481,2023-06-30,11:58:56,SANDSTONE,2.35,4.0,165.0,405.0,6.0,4.03,6.0,0.0,0.0,50.0,504,11,1.15,1.97,48.5,0.0,0.0,0,0.0,127915.2,54432.0,24494.4,42.3,11512368.0,2031.12,3024.0,0.0,0.0,6.71,1056114.36,74785.98,500.0,1512000.0,3024.0,0.0,0.0,470.0,5.22,10.0,0.0,80.0
826,Gevra,East Section,LK Bottom seam,42 cum shovel CAT and PV,2023-06-30,12:29:41,SANDSTONE,2.35,4.0,159.0,5.0,7.0,4.59,7.0,0.0,0.0,11.0,55,11,1.15,2.41,55.0,0.0,0.0,0,0.0,18095.0,7700.0,3030.5,47.0,18095.0,252.45,385.0,0.0,0.0,6.71,130601.6,2923.2,500.0,192500.0,385.0,0.0,0.0,5.97,5.97,10.0,0.0,80.0
827,Gevra,Contractual Patches,LK,Godhara Patch Gem 481,2023-07-01,12:40:17,SANDSTONE,2.35,4.0,159.0,4.5,6.0,3.84,6.0,0.0,0.0,43.0,430,11,1.15,2.16,49.25,0.0,0.0,0,0.0,109134.0,46440.0,21220.5,42.3,109134.0,1651.2,2580.0,0.0,0.0,6.71,914898.1,20825.68,500.0,1290000.0,2580.0,0.0,0.0,5.14,5.14,10.0,0.0,80.0
828,Gevra,Contractual Patches,LK,Godhara Patch Gem 481,2023-07-01,12:58:52,SANDSTONE,2.35,4.0,165.0,4.5,6.0,3.97,6.0,0.0,0.0,32.0,325,11,1.15,2.03,50.0,0.0,0.0,0,0.0,82485.0,35100.0,16282.5,42.3,82485.0,1290.25,1950.0,0.0,0.0,6.71,699170.6,16430.4,500.0,975000.0,1950.0,0.0,0.0,5.07,5.07,10.0,0.0,80.0
829,Gevra,Contractual Patches,LK,Godhara Patch Gem 481,2023-07-01,13:10:47,SANDSTONE,2.35,4.0,165.0,4.5,3.5,2.69,3.5,0.0,0.0,10.0,104,11,1.15,0.81,20.0,0.0,0.0,0,0.0,15397.2,6552.0,2090.4,42.3,15397.2,279.76,364.0,0.0,0.0,6.71,90654.2,5423.04,500.0,182000.0,364.0,0.0,0.0,7.37,7.37,10.0,0.0,80.0
831,Gevra,Contractual Patches,LK Bottom Seam,Godhara Patch Gem 481,2023-07-05,10:40:55,SANDSTONE,2.35,4.0,159.0,5.0,6.0,3.99,6.0,0.0,0.0,9.0,216,11,1.15,2.01,45.8,0.0,0.0,0,0.0,60912.0,25920.0,9914.4,47.0,60912.0,861.84,1296.0,0.0,0.0,6.71,427577.8,9878.4,500.0,648000.0,1296.0,0.0,0.0,6.14,6.14,10.0,0.0,80.0
832,Gevra,Contractual Patches,LK Bottom Seam,Godhara Patch Gem 481,2023-07-02,11:03:17,SANDSTONE,2.35,4.0,159.0,4.0,6.0,3.96,6.0,0.0,0.0,20.0,260,11,1.15,2.04,46.53,0.0,0.0,0,0.0,58656.0,24960.0,12123.8,37.6,58656.0,1029.6,1560.0,0.0,0.0,6.71,522827.0,11491.2,500.0,95000.0,1560.0,0.0,0.0,4.84,4.84,10.0,0.0,80.0
833,Gevra,East Section,LK Bottom seam,42 cum shovel CAT and PV,2023-07-02,11:30:44,SANDSTONE,2.35,3.0,159.0,4.0,7.0,5.25,7.0,0.0,0.0,2.0,5,11,1.15,1.75,40.0,0.0,0.0,0,0.0,987.0,420.0,200.5,28.2,987.0,26.25,35.0,0.0,0.0,6.71,8652.38,403.2,500.0,17500.0,35.0,0.0,0.0,4.92,4.92,10.0,0.0,80.0
834,Gevra,East Section,LK Bottom seam,42 cum shovel CAT and PV,2023-07-02,11:53:44,SANDSTONE,2.35,8.25,381.0,9.0,19.0,19.0,19.0,0.0,0.0,3.0,27,11,1.15,0.0,760.0,0.0,0.0,0,0.0,89512.09,38090.25,27270.0,174.49,89512.09,513.0,513.0,0.0,0.0,6.71,2053066.5,7338.24,500.0,95000.0,513.0,0.0,0.0,3.28,3.28,10.0,0.0,80.0
835,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-06,10:55:36,SANDSTONE,2.35,7.58,381.0,8.52,19.0,6.51,20.0,40.0,0.0,4.0,18,11,1.15,6.48,850.46,0.0,0.0,0,0.8,54636.04,23249.38,15339.78,159.75,54636.04,117.18,342.0,15.0,0.0,6.71,887343.4,2970.72,500.0,171000.0,342.0,0.0,0.0,3.56,3.56,10.0,0.0,80.0
836,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-06,11:58:03,SANDSTONE,2.35,6.14,381.0,10.03,19.0,6.09,19.0,40.0,0.0,4.0,19,11,1.15,6.48,850.46,0.0,0.0,0,0.8,52244.97,22231.9,16191.99,144.72,52244.97,115.71,361.0,100.0,0.0,6.71,936640.3,3300.8,500.0,180500.0,361.0,0.0,0.0,3.23,3.23,10.0,10.0,80.0
837,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-06,11:58:35,SANDSTONE,2.35,6.69,381.0,9.61,19.0,6.51,19.0,40.0,0.0,5.0,29,11,1.15,6.48,850.46,0.0,0.0,0,0.8,83247.08,35424.29,24714.09,151.08,83247.08,188.79,551.0,60.0,0.0,6.71,1429609.0,4951.2,500.0,275500.0,551.0,0.0,0.0,3.37,3.37,10.0,10.0,80.0
838,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-06,11:58:47,SANDSTONE,2.35,5.28,381.0,10.45,19.0,6.09,19.0,40.0,0.0,4.0,40,11,1.15,6.48,850.46,0.0,0.0,0,0.8,98544.34,41933.76,34088.4,129.66,98544.34,243.6,760.0,35.0,0.0,6.71,1971874.0,6766.64,500.0,380000.0,760.0,0.0,0.0,2.89,2.89,10.0,10.0,80.0
839,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-06,11:59:00,SANDSTONE,2.35,8.85,381.0,7.14,19.0,6.09,19.0,40.0,0.0,6.0,31,11,1.15,6.48,850.46,0.0,0.0,0,0.8,87463.05,37218.32,26418.51,148.49,87463.05,188.79,589.0,28.0,0.0,6.71,1528203.0,4587.6,500.0,294500.0,589.0,0.0,0.0,3.31,3.31,10.0,10.0,80.0
842,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-09,09:25:41,SANDSTONE,2.35,7.19,381.0,9.79,19.0,12.06,19.0,40.0,0.0,6.0,27,11,1.15,6.94,909.45,0.0,0.0,0,0.4,84858.78,36110.12,24602.4,165.42,0.0,325.62,513.0,0.0,2.0,18.0,1437669.41,5681.6,0.0,0.0,513.0,0.0,0.0,0.0,3.45,10.0,10.0,80.0
857,Gevra,Contractual Patches,LK Bottom Seam,Godhara Patch Gem 481,2023-07-08,12:39:08,SANDSTONE,2.35,4.0,159.0,4.2,6.0,3.81,6.0,0.0,0.0,12.0,120,11,1.15,2.19,50.0,0.0,0.0,0,0.0,28425.6,12096.0,6012.0,39.48,28425.6,457.2,720.0,0.0,0.0,6.71,347745.0,8474.88,500.0,360000.0,720.0,0.0,0.0,4.73,4.73,10.0,0.0,80.0
858,Gevra,Contractual Patches,LK Bottom Seam,Godhara Patch Gem 481,2023-07-08,12:50:10,SANDSTONE,2.35,3.9,159.0,4.2,5.5,3.61,5.5,0.0,0.0,11.0,110,11,1.15,1.89,43.09,0.0,0.0,0,0.0,23288.27,9909.9,4750.9,38.49,23288.27,397.1,605.0,0.0,0.0,6.71,274908.5,7832.48,500.0,302500.0,605.0,0.0,0.0,4.9,4.9,10.0,0.0,80.0
859,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-08,12:55:12,SANDSTONE,2.35,5.5,381.0,6.0,8.0,7.24,8.0,0.0,0.0,4.0,27,11,1.15,0.76,100.0,0.0,0.0,0,0.0,16750.8,7128.0,2705.4,77.55,0.0,195.48,216.0,0.0,0.0,6.71,156485.3,3125.52,500.0,108000.0,216.0,0.0,0.0,0.0,6.19,10.0,0.0,80.0
860,Gevra,East Section,LK Bottom seam,42 cum shovel CAT and PV,2023-07-08,13:03:07,SANDSTONE,2.35,5.5,381.0,6.0,9.5,8.58,9.5,0.0,0.0,3.0,25,11,1.15,0.92,120.0,0.0,0.0,0,0.0,18418.13,7837.5,3005.0,77.55,18418.13,214.5,237.5,0.0,0.0,6.71,173743.8,4248.0,500.0,118750.0,237.5,0.0,0.0,6.13,6.13,10.0,0.0,80.0
862,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-09,13:14:37,SANDSTONE,2.35,5.0,381.0,5.5,8.0,7.47,8.0,0.0,0.0,3.0,25,11,1.15,0.53,70.0,0.0,0.0,0,0.0,11750.0,5000.0,1754.0,58.75,12925.0,186.75,200.0,0.0,0.0,6.71,101490.0,4248.0,500.0,100000.0,200.0,0.0,0.0,7.37,6.7,10.0,0.0,80.0
863,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-09,13:21:18,SANDSTONE,2.35,5.0,381.0,6.0,8.0,7.36,8.0,0.0,0.0,3.0,25,11,1.15,0.64,83.6,0.0,0.0,0,0.0,14100.0,6000.0,2095.0,70.5,14100.0,184.0,200.0,0.0,0.0,6.71,121236.75,4248.0,500.0,100000.0,200.0,0.0,0.0,6.73,6.73,10.0,0.0,80.0
864,Gevra,Contractual Patches,LK Bottom Seam,Godhara Patch Gem 481,2023-07-09,13:25:53,SANDSTONE,2.35,3.5,159.0,4.0,5.0,3.25,5.0,0.0,0.0,24.0,240,11,1.15,1.75,40.0,0.0,0.0,0,0.0,39480.0,16800.0,9624.0,32.9,0.0,780.0,1200.0,0.0,0.0,6.71,557010.0,16062.72,500.0,600000.0,1200.0,0.0,0.0,0.0,4.1,10.0,0.0,80.0
865,Gevra,Contractual Patches,LK Bottom Seam,Godhara Patch Gem 481,2023-07-09,13:34:38,SANDSTONE,2.35,2.0,159.0,2.5,4.5,4.13,4.5,0.0,0.0,11.0,113,11,1.15,0.33,7.6,0.0,0.0,0,0.04,5974.88,2542.5,971.8,11.75,0.0,466.69,508.5,0.0,0.0,6.71,51425.62,6479.6,500.0,254250.0,508.5,0.0,0.0,0.0,6.15,10.0,0.0,80.0
962,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-12,01:01:37,SANDSTONE,2.35,6.91,381.0,9.87,19.0,12.51,19.0,40.0,0.0,5.0,22,11,1.15,6.48,850.47,0.0,0.0,0,0.4,66994.53,28508.31,18748.84,160.27,66994.53,275.22,418.0,15.0,0.0,7.14,1096565.12,6747.48,500.0,0.0,418.0,0.0,0.0,3.57,3.57,10.0,10.0,80.0
963,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-11,01:01:54,SANDSTONE,2.35,10.58,381.0,9.57,19.0,12.67,19.0,40.0,0.0,3.0,20,11,1.15,6.32,829.51,0.0,0.0,0,0.4,90416.79,38475.23,16620.2,237.94,90416.79,253.4,380.0,0.0,0.0,6.71,961117.04,6123.2,500.0,190000.0,380.0,0.0,0.0,5.44,5.44,10.0,10.0,80.0
964,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-13,12:46:27,SANDSTONE,2.35,9.5,381.0,10.0,19.0,12.5,19.0,0.0,0.0,3.0,16,11,1.15,6.49,850.0,0.0,0.0,0,0.01,67868.0,28880.0,13629.44,223.25,67868.0,200.0,304.0,0.0,0.0,6.71,788510.4,3608.32,500.0,152000.0,304.0,0.0,0.0,4.98,4.98,10.0,0.0,80.0
965,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-13,12:51:29,SANDSTONE,2.35,9.5,381.0,11.0,19.0,12.54,19.0,0.0,0.0,3.0,17,11,1.15,6.45,845.0,0.0,0.0,0,0.01,79320.73,33753.5,14395.6,245.58,79320.73,213.18,323.0,0.0,0.0,6.71,832800.25,3733.04,500.0,161500.0,323.0,0.0,0.0,5.51,5.51,10.0,0.0,80.0
966,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-13,12:57:04,SANDSTONE,2.35,4.0,159.0,4.5,6.5,4.31,6.5,0.0,0.0,4.0,16,11,1.15,2.19,50.0,0.0,0.0,0,0.0,4399.2,1872.0,801.6,42.3,4399.2,68.96,104.0,0.0,0.0,6.71,46366.0,1773.76,500.0,52000.0,104.0,0.0,0.0,5.49,5.49,10.0,0.0,80.0
967,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-13,01:11:36,SANDSTONE,2.35,6.69,381.0,9.99,19.0,12.51,19.0,40.0,0.0,6.0,25,11,1.15,6.48,850.47,0.0,0.0,0,0.4,74602.44,31745.72,21305.5,157.06,74602.44,312.75,475.0,0.0,2.0,20.0,1232436.0,7654.0,500.0,237500.0,475.0,0.0,0.0,3.5,3.5,10.0,10.0,80.0
1006,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-14,10:02:13,SANDSTONE,2.35,6.14,381.0,8.22,19.0,12.98,19.0,40.0,0.0,3.0,31,11,1.15,6.01,787.57,0.0,0.0,0,0.4,69859.16,29727.3,24468.92,118.61,69859.16,402.38,589.0,0.0,0.0,6.71,1432651.0,9467.04,500.0,294500.0,589.0,0.0,0.0,2.86,2.86,10.0,10.0,80.0
1007,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-15,10:02:41,SANDSTONE,2.35,5.16,381.0,11.54,17.0,11.26,19.0,40.0,0.0,3.0,27,11,1.15,5.73,752.19,0.0,0.0,0,0.4,71786.16,30547.3,20356.38,156.4,71786.16,304.02,459.0,0.0,0.0,6.71,1192674.0,8218.48,500.0,229500.0,459.0,0.0,0.0,3.53,3.53,10.0,10.0,80.0
1008,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-17,10:03:07,SANDSTONE,2.35,7.12,381.0,9.73,19.0,12.51,19.0,40.0,0.0,3.0,14,11,1.15,6.48,850.47,0.0,0.0,0,0.4,43305.42,18427.84,11931.08,162.8,43305.42,175.14,266.0,0.0,0.0,6.71,697814.2,4250.36,500.0,133000.0,266.0,0.0,0.0,3.63,3.63,10.0,10.0,80.0
1033,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-18,02:13:42,SANDSTONE,2.35,6.15,381.0,8.59,10.71,7.18,19.0,40.0,0.0,3.0,31,11,1.15,2.64,345.95,0.0,0.0,0,0.4,73122.58,31115.99,10736.85,220.24,73122.58,222.58,332.01,0.0,0.0,6.71,624269.1,9108.24,500.0,166005.0,332.01,0.0,0.0,6.81,6.81,10.0,10.0,80.0
1048,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-25,07:54:58,SANDSTONE,2.35,6.1,381.0,8.54,9.3,6.78,14.0,40.0,0.0,5.0,45,11,1.15,2.12,277.87,0.0,0.0,0,0.4,77125.17,32819.22,12526.65,184.29,50604.0,305.1,418.5,0.0,30.0,20.8,9922.5,13358.6,500.0,209250.0,418.5,0.0,0.0,4.04,6.16,10.0,10.0,80.0
1049,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-20,07:55:18,SANDSTONE,2.35,6.92,381.0,11.56,19.0,6.13,19.0,40.0,0.0,3.0,14,11,1.15,6.86,900.27,0.0,0.0,0,0.8,50004.99,21278.72,12628.28,187.99,50004.99,85.82,266.0,0.0,0.0,6.71,738042.6,4166.64,500.0,133000.0,266.0,0.0,0.0,3.96,3.96,10.0,10.0,80.0
1050,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-21,07:55:32,SANDSTONE,2.35,8.05,381.0,8.84,19.0,6.12,19.0,40.0,0.0,1.0,14,11,1.15,6.48,850.47,0.0,0.0,0,0.4,44483.36,18929.09,11931.08,167.23,44483.36,85.68,266.0,0.0,0.0,6.71,697814.2,4160.66,500.0,133000.0,266.0,0.0,0.0,3.73,3.73,10.0,10.0,80.0
1068,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-25,09:27:47,SANDSTONE,2.35,6.01,381.0,8.7,19.0,12.36,19.0,40.0,0.0,3.0,21,11,1.15,6.63,870.13,0.0,0.0,0,0.4,49026.9,20862.51,18309.48,122.87,0.0,259.56,399.0,0.0,0.0,6.71,1070543.0,6166.24,500.0,0.0,399.0,0.0,0.0,0.0,2.68,10.0,10.0,80.0
1081,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-29,08:35:03,SANDSTONE,2.35,7.94,381.0,9.21,19.0,12.13,19.0,40.0,0.0,8.0,35,11,1.15,6.86,900.27,0.0,0.0,0,0.4,114279.84,48629.72,31570.7,171.85,114279.84,424.55,665.0,12.0,0.0,6.71,1845107.0,10356.8,500.0,332500.0,665.0,0.0,0.0,3.62,3.62,10.0,10.0,80.0
1082,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-29,08:46:02,SANDSTONE,2.35,6.52,381.0,8.32,19.0,6.65,19.0,40.0,0.0,6.0,28,11,1.15,6.34,830.82,0.0,0.0,0,0.8,67818.84,28859.08,23311.96,127.48,67818.84,186.2,532.0,43.0,0.0,6.71,1363882.0,8291.42,500.0,266000.0,532.0,0.0,0.0,2.91,2.91,10.0,10.0,80.0
1083,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-07-19,08:46:46,SANDSTONE,2.35,7.35,381.0,10.94,19.0,11.75,19.0,40.0,0.0,2.0,12,11,1.15,7.25,950.07,0.0,0.0,0,0.4,43083.14,18333.25,11421.84,188.96,43083.14,141.0,228.0,0.0,0.0,6.71,667089.5,3727.74,500.0,114000.0,228.0,0.0,0.0,3.77,3.77,10.0,10.0,80.0
1091,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-08-02,11:10:56,SANDSTONE,2.35,8.06,381.0,8.75,19.0,6.17,19.0,40.0,0.0,6.0,18,11,1.15,6.78,889.2,0.0,0.0,0,0.8,56680.94,24119.55,16037.12,165.73,67835.0,111.02,342.0,0.0,0.0,6.71,937415.8,5080.32,500.0,171000.0,342.0,0.0,0.0,4.23,3.53,10.0,10.0,80.0
1093,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-08-01,11:41:15,SANDSTONE,2.35,7.98,381.0,10.4,19.0,6.36,19.0,40.0,0.0,7.0,25,11,1.15,6.42,842.6,0.0,0.0,0,0.8,92639.82,39421.2,21108.75,195.03,92639.82,159.0,475.0,0.0,0.0,6.71,1234744.0,7414.8,500.0,237500.0,475.0,0.0,0.0,4.39,4.39,10.0,10.0,80.0
1096,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-08-07,07:27:41,SANDSTONE,2.35,6.6,381.0,8.91,19.0,11.56,19.0,40.0,0.0,3.0,10,11,1.15,7.44,975.22,0.0,0.0,0,0.4,26256.88,11173.14,9772.18,138.19,26256.88,115.58,190.0,20.0,0.0,6.71,571520.8,3001.8,500.0,95000.0,190.0,0.0,0.0,2.69,2.69,10.0,10.0,80.0
1107,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-08-10,11:20:18,SANDSTONE,2.35,6.35,381.0,9.96,19.0,6.88,19.0,40.0,0.0,5.0,28,11,1.15,6.11,800.67,0.0,0.0,0,0.8,79070.14,33646.87,22467.76,148.63,89764.4,192.64,532.0,30.0,0.0,6.71,1315172.0,8500.72,500.0,266000.0,532.0,0.0,0.0,4.0,3.52,10.0,10.0,80.0
1108,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-08-10,11:21:39,SANDSTONE,2.35,6.19,381.0,9.41,19.0,6.57,19.0,70.0,0.0,8.0,11,11,1.15,6.42,842.6,0.0,0.0,0,0.8,28638.86,12186.75,9287.85,137.03,36785.0,72.27,209.0,0.0,0.0,6.71,543287.5,3391.68,500.0,104500.0,209.0,0.0,0.0,3.96,3.08,10.0,10.0,80.0
